show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,imdb_rating
80115858,Movie,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill","Australia, India",2016,TV-PG,145 min,"Action & Adventure, Comedies, International Movies",5.3
80158547,Movie,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia",1960,TV-PG,158 min,"Comedies, Dramas, International Movies",6.5
80206827,Movie,Story of an Egg,Raj B. Shetty,"Raj B. Shetty, Usha Bhandary, Shailashree, Prakash Tuminadu, Amrutha Naik, Shreya Anchan, VJ Vineeth, Rahul Amin, Deepak Rai Panaje, Ramdas",India,2017,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",8.0
80202090,Movie,Tamanchey,Navneet Behal,"Nikhil Dwivedi, Richa Chadha, Damandeep Singh Baggan, Vijay Pande, Talib Mehdi, Tushar Phulke, Mahesh Gupta, Prasad Labhe",India,2014,TV-MA,111 min,"Action & Adventure, International Movies, Romantic Movies",4.6
80203790,Movie,Teshan,Sukhbir Singh,"Happy Raikoti, Diljott, Prince Kanwaljit Singh, Karamjit Anmol, Harinder Bhullar, Virast Sandhu, Anita Devgan, Simran Sehajpal",India,2016,TV-PG,133 min,"Comedies, International Movies, Romantic Movies",5.2
80158391,Movie,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,1959,TV-PG,143 min,"Dramas, International Movies",6.0
80201822,Movie,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",5.2
80123743,Movie,A Mighty Team,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",France,2016,TV-14,97 min,"Comedies, International Movies, Sports Movies",5.9
70258995,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,2012,TV-MA,77 min,"Action & Adventure, Anime Features, International Movies",7.6
70260383,Movie,Bleach the Movie: Hell Verse,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Kazuya Nakai, Noriaki Sugiyama, Kentarô Itô, Yuki Matsuoka, Ryotaro Okiayu, Romi Park",Japan,2010,NR,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",7.4
80123744,Movie,Blind Date,Clovis Cornillac,"Mélanie Bernier, Clovis Cornillac, Lilou Fogli, Philippe Duquesne, Grégoire Oestermann, Oscar Copp, Boris Terral, Manu Payet",France,2015,TV-14,91 min,"Comedies, International Movies, Romantic Movies",5.1
70105699,Movie,Naruto Shippûden the Movie: Bonds,Hajime Kamegaki,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Shinji Kawada, Nana Mizuki, Showtaro Morikubo, Rikiya Koyama, Motoko Kumai, Unsho Ishizuka",Japan,2008,TV-14,93 min,"Action & Adventure, Anime Features, International Movies",7.0
70124999,Movie,Naruto Shippuden: The Movie,Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kôichi Tôchika, Masako Katsuki, Keiko Nemoto, Kazuhiko Inoue, Masashi Ebara, Showtaro Morikubo, Romi Park, Ayumi Fujimura, Fumiko Orikasa",Japan,2007,TV-14,95 min,"Action & Adventure, Anime Features, International Movies",6.9
80990869,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-François Blais,Martin Matte,Canada,2019,TV-14,62 min,Stand-Up Comedy,6.4
80187205,Movie,This Is Not What I Expected,Derek Hui,"Takeshi Kaneshiro, Zhou Dongyu, Sun Yizhou, Ming Xi, Tony Yang, Lin Chi-ling",China,2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies",6.7
80097472,Movie,Sky Ladder: The Art of Cai Guo-Qiang,Kevin MacDonald,Cai Guo-Qiang,United States,2016,TV-MA,80 min,Documentaries,7.3
80075009,Movie,Suburra,Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",2015,NR,135 min,"Dramas, International Movies, Thrillers",8.0
70280748,Movie,Russell Peters: Notorious,Dave Higby,Russell Peters,United States,2013,NR,72 min,Stand-Up Comedy,7.1
81034012,Movie,Street Flow,"Leïla Sy, Kery James","Kery James, Jammeh Diangana, Chloé Jouannet, Bakary Diombera",France,2019,TV-MA,96 min,"Dramas, International Movies",6.3
81019031,Movie,Soorma,Shaad Ali,"Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses",India,2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",7.4
80148070,Movie,Blessed Benefit,Mahmoud al Massad,"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar","Germany, Jordan, Netherlands",2016,TV-14,83 min,"Comedies, Dramas, International Movies",6.7
80155812,Movie,Clair Obscur,Yesim Ustaoglu,"Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz","Turkey, France, Germany, Poland",2016,TV-MA,102 min,"Dramas, International Movies",6.5
80183198,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Alex Fernández,Mexico,2017,TV-MA,52 min,Stand-Up Comedy,6.6
80164456,Movie,The Babysitter,McG,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,2017,TV-MA,85 min,"Comedies, Horror Movies",6.3
80174434,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,2017,TV-MA,113 min,"Comedies, Dramas, Independent Movies",6.9
80075476,Movie,Mascots,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",United States,2016,TV-MA,95 min,Comedies,5.7
80158148,Movie,Apostle,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States",2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers",6.3
80239565,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre, Josean Bengoetxea, Gotzon Sánchez, José Ramón Argoitia, Gorka Aguinagalde, Iñigo de la Iglesia, Aitor Urtzelai","Spain, France",2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy",6.3
81021082,Movie,Kuntilanak,Rizal Mantovani,"Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih",Indonesia,2018,TV-14,106 min,"Horror Movies, International Movies",4.7
80240972,Movie,The Kindergarten Teacher,Sara Colangelo,"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu","United States, Israel, United Kingdom, Canada",2018,R,97 min,"Dramas, Independent Movies",6.7
80103282,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,2016,TV-14,88 min,"Comedies, International Movies, Romantic Movies",6.2
80134526,Movie,Bomb Scared,Borja Cobeaga,"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,2017,TV-MA,89 min,"Comedies, Independent Movies, International Movies",5.6
80127559,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,United States,2016,TV-PG,90 min,Music & Musicals,7.8
80005501,Movie,Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",United States,2014,PG,71 min,"Children & Family Movies, Sci-Fi & Fantasy",5.5
81132441,Movie,Bygones Be Bygones,Hakan Algül,"Ata Demirer, Tuvana Türkay, Ülkü Duru, Salih Kalyon, Renan Bilek, Seda Güven, Toprak Sergen, Ali Yoğurtçuoğlu, Bedir Bedir, Gümeç Alpay Aslan",Turkey,2017,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",6.3
81078819,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,2019,TV-MA,123 min,"Dramas, Thrillers",7.4
80223997,Movie,Fractured,Brad Anderson,"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,2019,TV-MA,100 min,Thrillers,6.4
81191666,Movie,The Bling Lagosians,Bolanle Austen-Peters,"Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo",Nigeria,2019,TV-14,99 min,"Dramas, International Movies",6.4
81133621,Movie,The Forest of Love,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2019,TV-MA,151 min,"Dramas, International Movies, Thrillers",6.4
81038598,Movie,The Influence,Dennis Rovira van Boekholt,"Manuela Vellés, Maggie Civantos, Alain Hernández, Claudia Placer, Daniela Rubio, Emma Suárez, Ramón Esquinas, Felipe García Vélez, Mariana Cordero","Spain, France",2019,TV-MA,102 min,"Horror Movies, International Movies",4.5
80210932,Movie,22-Jul,Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",2018,R,144 min,"Dramas, Thrillers",6.8
81015317,Movie,Tales From the Hood 2,"Rusty Cundieff, Darin Scott","Keith David, Bryan Batt, Alexandria Deberry, Bill Martin Williams, Martin Bats Bradford, Kendrick Cross, Jasmine Akakpo, Kedrick Brown",United States,2018,R,110 min,"Cult Movies, Horror Movies, Independent Movies",4.4
80205204,Movie,Christina P: Mother Inferior,Jay Karas,Christina Pazsitzky,United States,2017,TV-MA,59 min,Stand-Up Comedy,6.3
70235731,TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",9.0
80003481,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,Chelsea Handler,United States,2014,TV-MA,71 min,Stand-Up Comedy,5.8
81168338,Movie,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata","Denmark, France, Poland",1989,TV-14,93 min,"Dramas, International Movies",7.2
81103033,Movie,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,2019,TV-MA,77 min,Horror Movies,3.9
60002273,Movie,Along Came a Spider,Lee Tamahori,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller","United States, Germany, Canada",2001,R,103 min,Thrillers,6.4
70297962,Movie,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",United States,2013,TV-G,45 min,Children & Family Movies,5.1
269880,Movie,Bad Boys,Michael Bay,"Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso",United States,1995,R,119 min,"Action & Adventure, Comedies",6.9
60029167,Movie,Bad Boys II,Michael Bay,"Will Smith, Martin Lawrence, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez",United States,2003,R,147 min,"Action & Adventure, Comedies",6.6
60020891,Movie,Blow,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta",United States,2001,R,123 min,Dramas,7.6
347365,Movie,Candyman,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams, DeJuan Guy, Michael Culkin, Stanley DeSantis","United States, United Kingdom",1992,R,99 min,"Cult Movies, Horror Movies",6.6
60003242,Movie,Charlie's Angels,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany",2000,PG-13,98 min,"Action & Adventure, Comedies",4.7
60027726,Movie,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",United States,2003,PG-13,106 min,"Action & Adventure, Comedies",4.9
81166946,TV Show,Cheese in the Trap,Lee Yoon-jung,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.4
70023961,Movie,Crash,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña","United States, Germany",2004,R,112 min,"Dramas, Independent Movies",7.8
60027716,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,"Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy",United States,2003,PG-13,85 min,Comedies,3.4
70287957,Movie,Earth to Echo,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman",United States,2014,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy",5.8
81168345,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,"Janusz Gajos, Zbigniew Zamachowski, Teresa Marczewska, Piotr Fronczewski, Władysław Kowalski, Michał Bajor, Jan Peszek, Jerzy Bińczycki",Poland,1990,TV-MA,88 min,"Comedies, Dramas, Independent Movies",7.2
60020892,Movie,Exit Wounds,Andrzej Bartkowiak,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes",United States,2001,R,101 min,Action & Adventure,5.6
81164752,Movie,First Kiss,Roy Poortmans,"Vajèn van den Bosch, Buddy Vedder, Leontine Borsato, Caroline de Bruijn, Stijn Fransen, Marije Zuurveld",Netherlands,2018,TV-PG,90 min,"Dramas, International Movies, Romantic Movies",5.0
60028097,Movie,Good Burger,Brian Robbins,"Kenan Thompson, Kel Mitchell, Abe Vigoda, Dan Schneider, Shar Jackson, Jan Schweiterman, Linda Cardellini, Sinbad, Ron Lester, Josh Server, Ginny Schreiber",United States,1997,PG,96 min,"Children & Family Movies, Comedies",5.7
70065112,Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",2007,UR,99 min,"Comedies, Romantic Movies",5.6
70083108,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg","John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcés, Jon Reep, Missi Pyle",United States,2008,R,101 min,"Comedies, Cult Movies",6.6
70184050,Movie,Honey 2,Bille Woodruff,"Kat Graham, Mario Lopez, Audrina Patridge, Seychelle Gabriel, Randy Wayne, Brandon Molale, Melissa Molinaro, Jossara Jinaro, Lonette McKee, Laurieann Gibson, Christopher Shazar",United States,2011,PG-13,111 min,"Dramas, Romantic Movies",5.3
81168347,Movie,Hotel Pacific,Janusz Majewski,"Marek Kondrat, Roman Wilhelmi, Roman Skamene, Čestmír Řanda, Michał Pawlicki, Martin Hron, Stanisława Celińska, Joanna Kasperska, Jaroslava Schallerová","Poland,",1975,TV-MA,96 min,"Classic Movies, Dramas, International Movies",7.3
81003460,Movie,House of the Witch,Alex Merkin,"Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman",United States,2017,TV-14,86 min,Horror Movies,4.8
81168348,Movie,Jealousy and medicine,Janusz Majewski,"Mariusz Dmochowski, Ewa Krzyżewska, Włodzimierz Boruński, Andrzej Mrowiec, Józef Rosiński, Piotr Kąkolewski, Beata Nowicka, Edmund Fetting, Grażyna Staniszewska, Andrzej Łapicki",Poland,1973,TV-MA,97 min,"Dramas, International Movies, Romantic Movies",6.1
70095135,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",6.2
81168340,Movie,Medium,Jacek Koprowicz,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista","Poland, West Germany",1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",6.9
60023597,Movie,Men in Black II,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross",United States,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",6.2
81002876,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,Nikki Glaser,United States,2019,TV-MA,64 min,Stand-Up Comedy,5.8
70058017,Movie,No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",United States,2007,PG,104 min,"Comedies, Romantic Movies",6.3
70058024,Movie,Ocean's Thirteen,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan",United States,2007,PG-13,122 min,"Action & Adventure, Comedies",6.9
70011211,Movie,Ocean's Twelve,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan",United States,2004,PG-13,125 min,"Action & Adventure, Comedies",6.5
70271599,Movie,One Direction: This Is Us,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne",United States,2013,PG,92 min,"Documentaries, Music & Musicals",4.2
70020699,Movie,Raging Bull,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono",United States,1980,R,129 min,"Classic Movies, Dramas, Sports Movies",8.2
60003540,Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer","Elizabeth Daily, Tara Strong, Cheryl Chase, Christine Cavanaugh, Cree Summer, Kath Soucie, Michael Bell, Tress MacNeille, Casey Kasem, Joe Alaskey, Debbie Reynolds, Jack Riley, Susan Sarandon, John Lithgow","Germany, United States",2000,G,79 min,"Children & Family Movies, Comedies",6.1
1181550,Movie,Scream 2,Wes Craven,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson",United States,1997,R,121 min,Horror Movies,6.2
70170051,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States",2010,PG-13,106 min,"Documentaries, International Movies, Sports Movies",8.5
70021630,Movie,Sin City,"Robert Rodriguez, Frank Miller","Bruce Willis, Mickey Rourke, Jessica Alba, Clive Owen, Rosario Dawson, Benicio Del Toro, Nick Stahl, Elijah Wood, Rutger Hauer, Powers Boothe, Devon Aoki, Alexis Bledel, Josh Hartnett, Jaime King, Brittany Murphy, Michael Clarke Duncan, Michael Madsen",United States,2005,R,124 min,Action & Adventure,8.0
81043753,Movie,Sinister Circle,Dorian Fernández-Moris,"Milene Vázquez, Matías Raygada, Claudia Dammert, Marcello Rivera, Atilia Boschetti, Hernán Romero, Ismael Contreras, Pietro Sibille, Leslie Shaw",Peru,2017,TV-MA,87 min,"Horror Movies, International Movies",4.6
60001761,Movie,Supergirl,Jeannot Szwarc,"Faye Dunaway, Hart Bochner, Helen Slater, Peter Cook","United Kingdom, United States",1984,PG,125 min,"Action & Adventure, Sci-Fi & Fantasy",6.3
70041963,Movie,Superman Returns,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn",United States,2006,PG-13,154 min,"Action & Adventure, Sci-Fi & Fantasy",6.0
70058025,Movie,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela",United States,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",6.7
70128696,Movie,The Bounty Hunter,Andy Tennant,"Jennifer Aniston, Gerard Butler, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Siobhan Fallon Hogan, Dorian Missick, Adam Rose, Christine Baranski, Carol Kane, Adam LeFevre",United States,2010,PG-13,111 min,"Action & Adventure, Comedies, Romantic Movies",5.6
70077542,Movie,The Bucket List,Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Alfonso Freeman, Rob Morrow, Rowena King, Christopher Stapleton, Ian Anthony Dale, Richard McGonagle",United States,2007,PG-13,97 min,"Comedies, Dramas",7.4
81168342,Movie,The Cruise,Marek Piwowski,"Jan Himilsbach, Stanislaw Tym, Jerzy Dobrowolski, Zdzislaw Maklakiewicz, Andrzej Dobosz, Feridun Erol, Jolanta Lothe, Wanda Stanisławska-Lothe",Poland,1970,TV-PG,66 min,"Comedies, Cult Movies, International Movies",7.7
81165772,Movie,The Figurine (Araromire),Kunle Afolayan,"Ramsey Nouah, Omoni Oboli, Kunle Afolayan, Funlola Aofiyebi, Tosin Sido, David J. Oserwe, Kate Adepegba, Muraina Oyelami, Wale Adebayo, Ombo Gogo Ombo",Nigeria,2009,TV-14,121 min,"Horror Movies, International Movies, Thrillers",4.6
510854,Movie,The Flintstones,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman",United States,1994,PG,91 min,"Children & Family Movies, Comedies",4.9
60000921,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",United States,2000,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies",3.6
81168343,Movie,The lynx,Stanisław Różewicz,"Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz",Poland,1982,TV-14,82 min,"Dramas, International Movies",5.5
70044605,Movie,The Pursuit of Happyness,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,2006,PG-13,117 min,Dramas,8.0
18021979,Movie,The Rugrats Movie,"Igor Kovalyov, Norton Virgien","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff, Phil Proctor, Cree Summer, Cheryl Chase, Tara Strong, Jack Riley, Joe Alaskey, Michael Bell, Tress MacNeille, Busta Rhymes, Whoopi Goldberg, David Spade",United States,1998,G,81 min,"Children & Family Movies, Comedies",5.9
81168344,Movie,The spiral,Krzysztof Zanussi,"Jan Nowicki, Maja Komorowska, Zofia Kucówna, Aleksander Bardini, Jan Świderski, Seweryna Broniszówna, Piotr Garlicki, Marian Glinka",Poland,1978,TV-MA,84 min,"Dramas, Independent Movies, International Movies",8.5
70020750,Movie,The Squid and the Whale,Noah Baumbach,"Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, William Baldwin, Halley Feiffer, Anna Paquin, Ken Leung, David Benger, Adam Rose",United States,2005,R,81 min,"Comedies, Dramas, Independent Movies",7.3
